test_name,elapsed_time,compile_time,exec_time
blake2b-8415-bytes,0.019628524780273438,0.00698,0.007271
blake2b-8415-bytes,0.020117998123168945,0.005954,0.007955
blake2b-8415-bytes,0.021267414093017578,0.006096,0.007713
blake2b-8415-bytes,0.017792701721191406,0.005732,0.007218
blake2b-8415-bytes,0.019019603729248047,0.006542,0.00744
blake2b-8415-bytes,0.017996788024902344,0.00555,0.007499
blake2b-8415-bytes,0.019893169403076172,0.006295,0.00725
blake2b-8415-bytes,0.018099308013916016,0.005675,0.007365
blake2b-8415-bytes,0.019884824752807617,0.006407,0.008105
blake2b-8415-bytes,0.020859718322753906,0.007908,0.007278
blake2b-8415-bytes,0.017977237701416016,0.005838,0.007417
blake2b-8415-bytes,0.02106332778930664,0.007773,0.007864
blake2b-8415-bytes,0.018346786499023438,0.006245,0.007372
blake2b-8415-bytes,0.018592357635498047,0.005862,0.007425
blake2b-8415-bytes,0.01784539222717285,0.005833,0.007107
blake2b-8415-bytes,0.01894664764404297,0.006594,0.007421
blake2b-8415-bytes,0.020650148391723633,0.007644,0.007445
blake2b-8415-bytes,0.019918441772460938,0.006873,0.007428
blake2b-8415-bytes,0.019579172134399414,0.005755,0.007506
blake2b-8415-bytes,0.020366668701171875,0.006136,0.007292
blake2b-8415-bytes,0.01742720603942871,0.005607,0.007167
blake2b-8415-bytes,0.018372535705566406,0.005949,0.007218
blake2b-8415-bytes,0.018185138702392578,0.006458,0.006985
blake2b-8415-bytes,0.019321203231811523,0.006621,0.007684
blake2b-8415-bytes,0.019236326217651367,0.006277,0.007461
blake2b-8415-bytes,0.02052021026611328,0.007282,0.007805
blake2b-8415-bytes,0.019773244857788086,0.007099,0.007253
blake2b-8415-bytes,0.017285823822021484,0.006257,0.007037
blake2b-8415-bytes,0.019558429718017578,0.00669,0.007385
blake2b-8415-bytes,0.018454790115356445,0.007143,0.00712
blake2b-8415-bytes,0.018522977828979492,0.006252,0.00799
blake2b-8415-bytes,0.018408536911010742,0.006713,0.007227
blake2b-8415-bytes,0.015969276428222656,0.006002,0.00655
blake2b-8415-bytes,0.02200031280517578,0.00799,0.007531
blake2b-8415-bytes,0.017588376998901367,0.006784,0.007165
