test_name,elapsed_time,compile_time,exec_time
blake2b-8415-bytes,0.33373451232910156,0.322017,0.005548
blake2b-8415-bytes,0.34177708625793457,0.324884,0.005878
blake2b-8415-bytes,0.32054615020751953,0.306758,0.006519
blake2b-8415-bytes,0.32811975479125977,0.312306,0.006833
blake2b-8415-bytes,0.33666539192199707,0.320089,0.006991
blake2b-8415-bytes,0.334719181060791,0.320167,0.0068
blake2b-8415-bytes,0.2938964366912842,0.315138,0.005541
blake2b-8415-bytes,0.3454458713531494,0.327348,0.005706
blake2b-8415-bytes,0.33407163619995117,0.319472,0.005489
blake2b-8415-bytes,0.33039236068725586,0.315767,0.006257
blake2b-8415-bytes,0.3466494083404541,0.331222,0.006177
blake2b-8415-bytes,0.34509754180908203,0.331214,0.005533
blake2b-8415-bytes,0.31975293159484863,0.30656,0.005801
blake2b-8415-bytes,0.3463733196258545,0.3314,0.00586
blake2b-8415-bytes,0.3270580768585205,0.31344,0.005439
blake2b-8415-bytes,0.39229822158813477,0.374852,0.006206
blake2b-8415-bytes,0.32679200172424316,0.313118,0.00545
blake2b-8415-bytes,0.32812929153442383,0.313818,0.005479
blake2b-8415-bytes,0.3258507251739502,0.30997,0.00604
blake2b-8415-bytes,0.3418104648590088,0.327728,0.005667
blake2b-8415-bytes,0.3237617015838623,0.308492,0.005409
blake2b-8415-bytes,0.3285210132598877,0.314621,0.005298
blake2b-8415-bytes,0.32697558403015137,0.312017,0.005776
blake2b-8415-bytes,0.3189582824707031,0.305663,0.005766
blake2b-8415-bytes,0.3441586494445801,0.323495,0.008422
blake2b-8415-bytes,0.37092089653015137,0.351942,0.006696
blake2b-8415-bytes,0.3275635242462158,0.314247,0.005606
blake2b-8415-bytes,0.37946414947509766,0.36201,0.005376
blake2b-8415-bytes,0.31757187843322754,0.299252,0.006491
blake2b-8415-bytes,0.37755608558654785,0.362042,0.007886
blake2b-8415-bytes,0.32898974418640137,0.312071,0.006048
blake2b-8415-bytes,0.340191125869751,0.325962,0.005569
blake2b-8415-bytes,0.3912334442138672,0.377163,0.006004
blake2b-8415-bytes,0.32506656646728516,0.308491,0.005833
blake2b-8415-bytes,0.34357380867004395,0.327627,0.006267
blake2b-8415-bytes,0.36643266677856445,0.352503,0.005886
blake2b-8415-bytes,0.3196229934692383,0.303419,0.006325
blake2b-8415-bytes,0.3309605121612549,0.316391,0.005942
blake2b-8415-bytes,0.36448144912719727,0.348831,0.005331
blake2b-8415-bytes,0.3208498954772949,0.306048,0.005879
blake2b-8415-bytes,0.3290884494781494,0.314072,0.00569
blake2b-8415-bytes,0.31455039978027344,0.301906,0.005419
blake2b-8415-bytes,0.38446950912475586,0.369165,0.007189
blake2b-8415-bytes,0.37020158767700195,0.354806,0.006098
blake2b-8415-bytes,0.33358192443847656,0.317984,0.005956
blake2b-8415-bytes,0.3227105140686035,0.306671,0.007194
blake2b-8415-bytes,0.3801746368408203,0.365348,0.007511
blake2b-8415-bytes,0.400331974029541,0.385321,0.006097
blake2b-8415-bytes,0.3617892265319824,0.347436,0.006167
blake2b-8415-bytes,0.3573787212371826,0.34003,0.005644
blake2b-2805-bytes,0.32939958572387695,0.319042,0.00188
blake2b-2805-bytes,0.29219484329223633,0.281753,0.002266
blake2b-2805-bytes,0.266099214553833,0.255393,0.00193
blake2b-2805-bytes,0.2811872959136963,0.267323,0.002009
blake2b-2805-bytes,0.269848108291626,0.255686,0.001899
blake2b-2805-bytes,0.3168504238128662,0.305622,0.002184
blake2b-2805-bytes,0.2869429588317871,0.276553,0.002198
blake2b-2805-bytes,0.27396440505981445,0.262897,0.002127
blake2b-2805-bytes,0.27140021324157715,0.261061,0.002001
blake2b-2805-bytes,0.2823760509490967,0.266106,0.002376
